postTitle,postDescription,text,likesCount,facebookUrl,clean_text
,,Da ngay ame connexion té doko meune utilisé depuis hier,0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,da ngay ame connexion doko meune utilis depuis hier
,,"Expresso ne couvre pas toutes les zones à 30 kms de Mbour tu n'arrives pas à répondre aux appels zéro couverture de réseaux connexion n'y penses même pas.
Et ce qui m'étonne quand il y'a coupure d'électricité si le wifi saute tu perds parallèlement le réseau expresso. Je ne sais pourquoi pourquoi cette interdépendance. 
A la question : je regarde canal+ les matchs rfi YouTube...",0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,expresso couvre toutes zone km mbour narrives rpondre appels zro couverture rseaux connexion ny penses mme mtonne quand ya coupure dlectricit si wifi saute perds paralllement rseau expresso sais pourquoi pourquoi cette interdpendance a question regarde canal match rfi youtube
,,"Game ak réseaux sociaux yi nio may ray surtout X , WhatsApp ak Facebook  bur 3000 bi sou amoul wone rk mou niaw‍↕️2019 ba leguii yen lay topou",0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,game ak rseaux sociaux yi nio may ray surtout x whatsapp ak facebook bur bi sou amoul wone rk mou niaw ba leguii yen lay topou
,,"Expresso perd sa valeur, refaites votre posture. J'attends toujours mes sms",0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,expresso perd valeur refaites posture jattends toujours sm
,,"Mani nguene ga si promo 5000=50 gigas 

Dano yakamti

Man j'ai acheté ma puce le premier jour de votre démarrage",1,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,mani nguene ga si promo gigas dano yakamti man jai achet puce premier jour dmarrage
,,Votre service client reste vraiment à désirer. Depuis deux semaines je cours derrière vous parceque j’arrive pas à passer des appels avec ma puce. Mais toujours le meme refrain fait attendre 72h. Sur ce coup vous êtes vraiment incompétent.,0,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,service client reste vraiment dsirer depuis deux semaines cours derrire parceque jarrive passer appels puce toujours meme refrain fait attendre h coup vraiment incomptent
,,Nenalen Expresso moy Sénégal,0,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,nenalen expresso moy sngal
,,10 ans de fidélité.,0,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,an fidlit
,,J'active chaque moi mon forfait buur 5000f,0,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,jactive chaque forfait buur f
,,Personnellement mom merénalen lol sah,1,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,personnellement mom mernalen lol sah
"Forfait bu am vitamine, moy Buur 3000F bii ! 
Profite de 30 Go internet ak 300 minutes d'appels tous réseaux. 
Valable 30 jours. Activer ko gaaw au *19*30#

Ku mën na def !

#Buur3000 #ExpressoSenegal",,"Slt Mr ou Mme l'administrateur du compte je des problème dépasse des appels avec mon Sim expresso alors que j'ai du crédit il ne passe même plus .
Le réseau est normal mais les appels ne passe pas",0,https://web.facebook.com/Expresso221/posts/pfbid02rr1rNzvPWKLGrResZH6MNRbPVDPPYXPJuFPuocJwRPNZ6fipoMhdQVJ5ZWjrjevel?locale=fr_FR,slt mr mme ladministrateur compte problme dpasse appels sim expresso alors jai crdit passe mme plus rseau normal appels passe
"Forfait bu am vitamine, moy Buur 3000F bii ! 
Profite de 30 Go internet ak 300 minutes d'appels tous réseaux. 
Valable 30 jours. Activer ko gaaw au *19*30#

Ku mën na def !

#Buur3000 #ExpressoSenegal",,Nou ni  kholé ni sa puce mi gui sa tour,0,https://web.facebook.com/Expresso221/posts/pfbid02rr1rNzvPWKLGrResZH6MNRbPVDPPYXPJuFPuocJwRPNZ6fipoMhdQVJ5ZWjrjevel?locale=fr_FR,nou ni khol ni puce mi gui tour
"Forfait bu am vitamine, moy Buur 3000F bii ! 
Profite de 30 Go internet ak 300 minutes d'appels tous réseaux. 
Valable 30 jours. Activer ko gaaw au *19*30#

Ku mën na def !

#Buur3000 #ExpressoSenegal",,Wa Expresso ay arnaqeur laniou diende pass internet illimité ga connecte 3 jours gniou coupe ko c'est grave,0,https://web.facebook.com/Expresso221/posts/pfbid02rr1rNzvPWKLGrResZH6MNRbPVDPPYXPJuFPuocJwRPNZ6fipoMhdQVJ5ZWjrjevel?locale=fr_FR,wa expresso ay arnaqeur laniou diende pas internet illimit ga connecte jours gniou coupe ko cest grave
,,"La green zone 
Poumon vert du Sénégal 
La terre des guerriers 
Terroir des braves femmes
La Casamance, Ziguinchor, escale, rond point Jean Paul 2",0,https://web.facebook.com/photo/?fbid=1229620389206331&set=a.454658450035866&locale=fr_FR,green zone poumon vert sngal terre guerriers terroir brave femmes casamance ziguinchor escale rond point jean paul
,,"Salut comment ça va , vous avez coupé mon numéro qu'est ce qui se passe ?",1,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,salut comment a va coup numro quest passe
,,#N°CNI ça veut dire quoi quoi je vais me identifier,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,cni a veut dire quoi quoi vais identifier
,,Beaucoup le font mais ça ne passe pas il faut revoir le système.,1,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,beaucoup font a passe faut revoir systme
,,Man mom depuis 2015 ba legui magui utiliser expresso bobou 500f lako dieundon tay gniou djeki djeki rék gnouni ma daguay identifier puce bi wala gnou bloqué la ma rotthi puce bi ndank deme wouti puce orange togue di khar bloqué nak,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,man mom depuis ba legui magui utiliser expresso bobou f lako dieundon tay gniou djeki djeki rk gnouni daguay identifier puce bi wala gnou bloqu rotthi puce bi ndank deme wouti puce orange togue di khar bloqu nak
,,J'ai envoyé sms m on m demande allé vers les locaux,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,jai envoy sm demande all vers locaux
,,Expresso Senegal dama beugone récupérer sama puce. Bane agence moma geuna diégue. J'habite à niary Tally,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,expresso senegal dama beugone rcuprer sama puce bane agence moma geuna digue jhabite niary tally
,,"Thieuy napanté biiexpresso di napé, utilisateur yi di napé",0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,thieuy napant biiexpresso di nap utilisateur yi di nap
,,Comment savoir si la puce est identifié,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,comment savoir si puce identifi
,,Esque  çà marche pour CNI Guinée ?,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,esque marche cni guine
,,Réseau,0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,rseau
,,"Super connexion avec les réseaux sociaux vraiment merci Expresso Senegal 
L'homme au 3puces expresso Moussa Dione Le Sénégalais",1,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,super connexion rseaux sociaux vraiment merci expresso senegal lhomme puce expresso moussa dione sngalais
,,Yénamaay wéteuli sayouma néké hors de chez moi ✅♥️,0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,ynamaay wteuli sayouma nk hors chez
,,Sene réseau bii  nimou bone eupena,0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,sene rseau bii nimou bone eupena
,,Je suis fatigué des nombreux SMS de pub que vous m’envoyez à longueur de journée parfois je suis obligé de désactiver mon numéro Expresso pour avoir la paix avec mon téléphone faites quelque chose sinon vous risquez de perdre un fidèle client,0,https://web.facebook.com/photo/?fbid=1240802324754804&set=a.454658450035866&locale=fr_FR,fatigu nombreux sm pub menvoyez longueur journe parfois oblig dsactiver numro expresso avoir paix tlphone faites quelque chose sinon risquez perdre fidle client
,,11 ans de fidélité,0,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,an fidlit
,,3 puce Expresso Senegal dit mieux ??,2,https://web.facebook.com/photo/?fbid=1243536627814707&set=a.454658450035866&locale=fr_FR,puce expresso senegal dit mieux
,,Vous devez régler d'abord votre connexion internet c'est vraiment très lent,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,devez rgler dabord connexion internet cest vraiment trs lent
,,Comment savoir si le numéro est identifié pour être sure?,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,comment savoir si numro identifi tre sure
,,On puce je l’ai depuis 2016 mais chaque que j’essaye ça ne marche pas,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,puce lai depuis chaque jessaye a marche
,,"J'arrive pas , j'ai essayé plusieurs fois",0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,jarrive jai essay plusieurs fois
,,C’est fait ✅,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,cest fait
,,Thiès réseau bi bakhoul,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,this rseau bi bakhoul
,,fékhéléne am réseau bou bakh d'abord,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,fkhlne am rseau bou bakh dabord
,,J'ai essayé mais ça ne marche pas,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,jai essay a marche
,,Mais ça ne marche pas,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,a marche
,,Expresso Senegal Dou nguén morom gars yi dé thiow léfi neh rék,0,https://web.facebook.com/photo/?fbid=1233143675520669&set=a.454658450035866&locale=fr_FR,expresso senegal dou ngun morom gar yi thiow lfi neh rk
,,Da nguen di yoke sen forfaits yi noumoulen nekher sans aviser clients yi sen 25 go monekone 2000f  pour 15 jrs legui 25 go c'est à 2500f 5go,0,https://web.facebook.com/photo/?fbid=1233143675520669&set=a.454658450035866&locale=fr_FR,da nguen di yoke sen forfaits yi noumoulen nekher sans aviser client yi sen go monekone f jr legui go cest f go
,,Ensuite 5go à 2000f pour 7jours 5000f 30go yéne kane nguen yabe la khamoul,0,https://web.facebook.com/photo/?fbid=1233143675520669&set=a.454658450035866&locale=fr_FR,ensuite go f jours f go yne kane nguen yabe khamoul
,,Votre réseau ne marche pas à Saly aérodrome mbour,0,https://web.facebook.com/photo/?fbid=1240534338114936&set=a.454658450035866&locale=fr_FR,rseau marche saly arodrome mbour
,,Ou en êtes avec les wifi,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,wifi
,,Votre réseau est de très très très mauvaise qualité ds le fouta et on est tous obligé de retirer nos puces,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,rseau trs trs trs mauvaise qualit d fouta tous oblig retirer puce
,,Expresso Senegal Bjr le réseau est mauvais ce matin à Diamniadio,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,expresso senegal bjr rseau mauvais matin diamniadio
,,"J'ai essayé ce que vous avez dit 2#PRENOM#NOM#NUMERO DE CARTE D'IDENTITE.
Ensuite on me dit d'aller vers une agence proche. Si vous ne pouvez pas m'identifier à distance alors désolée et by by.",0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,jai essay dit carte didentite ensuite dit daller vers agence proche si pouvez midentifier distance alors dsole by by
,,"Vous pouvez svp
Pus bou amoul réseau mom",1,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,pouvez svp pu bou amoul rseau mom
,,Bonjour comment savoir si sa sim est identifié j ai ma puce depuis 2000,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,bonjour comment savoir si sim identifi puce depuis
,,Il faut régler le réseau,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,faut rgler rseau
,,Mane dé biss bou ngén daggué sama numéro ma changer opérateur,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,mane biss bou ngn daggu sama numro changer oprateur
,,Ndieuké lene sama numéro sani nako bou yag amo lene réseau Bonne nouvelle la Sene puch amoul ndiarigne,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,ndieuk lene sama numro sani nako bou yag amo lene rseau bonne nouvelle sene puch amoul ndiarigne
,,Thillé Boubacar plus précisément Départementale de Podor amoul réseau Expresso,1,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,thill boubacar plus prcisment dpartementale podor amoul rseau expresso
,,Amo lene réseau mo takh 1 ans utiliser ma expresso,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,amo lene rseau mo takh an utiliser expresso
,,Vous êtes les meilleurs,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,meilleurs
,,Appelle et sms ne passe pas pourquoi,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,appelle sm passe pourquoi
,,Réseau bi bakhoul dra à kedougou 3g mofi am,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,rseau bi bakhoul dra kedougou g mofi am
,,13GO en moins d’une semaine thi Facebook ak WhatsApp kasé d’accord.‍♂️,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,go moins dune semaine thi facebook ak whatsapp ka daccord
,,Comment emprunter du crédit,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,comment emprunter crdit
,,Réduction _50% 1300 7j,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rduction
,,Wi même le réseau a matam est catastrophique maintenant.,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,wi mme rseau a matam catastrophique maintenant
